"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"13/05/2013","9.737,5","9.735,5","9.744,5","9.735,5","","0,04%"
"10/05/2013","9.734,0","9.736,0","9.744,0","9.734,0","","0,04%"
"09/05/2013","9.730,0","9.730,0","9.730,0","9.730,0","","0,00%"
"08/05/2013","9.730,0","9.734,0","9.737,0","9.726,0","","-0,05%"
"07/05/2013","9.734,5","9.732,5","9.740,5","9.732,5","","0,00%"
"06/05/2013","9.734,5","9.727,5","9.735,5","9.727,5","","0,00%"
"03/05/2013","9.734,5","9.737,5","9.742,5","9.734,5","","-0,03%"
"02/05/2013","9.737,0","9.727,0","9.742,0","9.727,0","","0,15%"
"01/05/2013","9.722,5","9.722,5","9.732,5","9.722,5","","0,00%"
"30/04/2013","9.722,5","9.717,5","9.724,5","9.717,5","","0,02%"
"29/04/2013","9.720,5","9.722,5","9.723,5","9.717,5","","0,00%"
"26/04/2013","9.720,5","9.715,5","9.724,5","9.715,5","","0,03%"
"25/04/2013","9.718,0","9.713,0","9.721,0","9.713,0","","0,01%"
"24/04/2013","9.717,5","9.727,5","9.730,5","9.717,5","","-0,06%"
"23/04/2013","9.723,5","9.716,5","9.726,5","9.716,5","","0,06%"
"22/04/2013","9.717,5","9.711,5","9.717,5","9.711,5","","0,05%"
"19/04/2013","9.712,5","9.712,5","9.715,5","9.707,5","","-0,02%"
"18/04/2013","9.714,5","9.712,5","9.724,5","9.712,5","","0,05%"
"17/04/2013","9.710,0","9.711,0","9.716,0","9.703,0","","-0,07%"
"16/04/2013","9.717,0","9.717,0","9.727,0","9.711,0","","0,05%"
"15/04/2013","9.712,0","9.696,0","9.715,0","9.696,0","","-0,01%"
"12/04/2013","9.712,5","9.707,5","9.714,5","9.707,5","","0,10%"
"11/04/2013","9.703,0","9.661,0","9.703,0","9.661,0","","0,13%"
"10/04/2013","9.690,0","9.712,0","9.712,0","9.687,0","","-0,31%"
"09/04/2013","9.720,0","9.744,0","9.744,0","9.717,0","","-0,29%"
"08/04/2013","9.748,5","9.748,5","9.760,5","9.748,5","","0,02%"
"05/04/2013","9.747,0","9.752,0","9.752,0","9.747,0","","-0,02%"
"04/04/2013","9.749,0","9.744,0","9.759,0","9.744,0","","0,02%"
"03/04/2013","9.747,0","9.737,0","9.750,0","9.737,0","","0,10%"
"02/04/2013","9.737,0","9.726,0","9.739,0","9.726,0","","-0,01%"
"01/04/2013","9.737,5","9.715,5","9.737,5","9.715,5","","0,21%"
"29/03/2013","9.717,5","9.717,5","9.717,5","9.717,5","","0,00%"
"28/03/2013","9.717,5","9.724,5","9.724,5","9.702,5","","-0,07%"
"27/03/2013","9.724,5","9.730,5","9.735,5","9.707,5","","-0,07%"
"26/03/2013","9.731,5","9.741,5","9.748,5","9.721,5","","-0,03%"
"25/03/2013","9.734,0","9.739,0","9.739,0","9.729,0","","-0,09%"
"22/03/2013","9.742,5","9.732,5","9.742,5","9.732,5","","0,10%"
"21/03/2013","9.733,0","9.721,0","9.733,0","9.719,0","","0,09%"
"20/03/2013","9.724,0","9.724,0","9.734,0","9.718,0","","0,12%"
"19/03/2013","9.712,0","9.712,0","9.713,0","9.705,0","","0,01%"
"18/03/2013","9.711,0","9.702,0","9.717,0","9.702,0","","0,07%"
"15/03/2013","9.704,5","9.700,5","9.704,5","9.696,5","","0,02%"
"14/03/2013","9.702,5","9.692,5","9.712,5","9.692,5","","0,12%"
"13/03/2013","9.690,5","9.689,5","9.698,5","9.689,5","","-0,07%"
"12/03/2013","9.697,0","9.697,0","9.697,0","9.697,0","","0,00%"
"11/03/2013","9.697,0","9.690,0","9.697,0","9.688,0","","0,13%"
"08/03/2013","9.684,5","9.687,5","9.689,5","9.684,5","","-0,08%"
"07/03/2013","9.692,5","9.692,5","9.698,5","9.692,5","","0,05%"
"06/03/2013","9.687,5","9.687,5","9.692,5","9.681,5","","-0,05%"
"05/03/2013","9.692,5","9.707,5","9.709,5","9.692,5","","-0,14%"
"04/03/2013","9.706,0","9.700,0","9.716,0","9.700,0","","0,29%"
"01/03/2013","9.677,5","9.669,5","9.677,5","9.669,5","","0,14%"
"28/02/2013","9.663,5","9.673,5","9.673,5","9.658,5","","-0,23%"
"27/02/2013","9.685,5","9.698,5","9.698,5","9.678,5","","-0,22%"
"26/02/2013","9.707,0","9.707,0","9.712,0","9.702,0","","0,02%"
"25/02/2013","9.705,0","9.713,0","9.713,0","9.704,0","","-0,04%"
"22/02/2013","9.709,0","9.706,0","9.714,0","9.700,0","","0,07%"
"21/02/2013","9.702,5","9.691,5","9.706,5","9.691,5","","0,20%"
"20/02/2013","9.683,0","9.688,0","9.706,0","9.683,0","","-0,20%"
"19/02/2013","9.702,5","9.702,5","9.715,5","9.702,5","","0,23%"
"18/02/2013","9.680,5","9.667,5","9.682,5","9.667,5","","0,11%"
"15/02/2013","9.669,5","9.662,5","9.685,5","9.662,5","","0,10%"
"14/02/2013","9.659,5","9.642,5","9.672,5","9.642,5","","0,13%"
"13/02/2013","9.646,5","9.632,5","9.647,5","9.632,5","","0,01%"
"12/02/2013","9.645,5","9.612,5","9.647,5","9.612,5","","0,27%"
"11/02/2013","9.620,0","9.655,0","9.665,0","9.605,0","","-0,49%"
"08/02/2013","9.667,0","9.692,0","9.702,0","9.667,0","","-0,26%"
"07/02/2013","9.692,5","9.712,5","9.727,5","9.692,5","","-0,18%"
"06/02/2013","9.710,0","9.675,0","9.710,0","9.675,0","","0,36%"
"05/02/2013","9.675,5","9.687,5","9.700,5","9.675,5","","0,05%"
"04/02/2013","9.670,5","9.682,5","9.689,5","9.652,5","","-0,43%"
"01/02/2013","9.712,5","9.702,5","9.782,5","9.702,5","","0,15%"
"31/01/2013","9.697,5","9.697,5","9.777,5","9.666,5","","0,10%"
"30/01/2013","9.687,5","9.687,5","9.772,5","9.686,5","","0,10%"
"29/01/2013","9.677,5","9.677,5","9.758,5","9.672,5","","0,00%"
"28/01/2013","9.677,5","9.667,5","9.737,5","9.666,5","","0,26%"
"25/01/2013","9.652,5","9.637,5","9.677,5","9.636,5","","0,29%"
"24/01/2013","9.625,0","9.625,0","9.625,0","9.625,0","","0,00%"
"23/01/2013","9.625,0","9.640,0","9.670,0","9.625,0","","0,05%"
"22/01/2013","9.620,0","9.640,0","9.671,0","9.620,0","","0,03%"
"21/01/2013","9.617,5","9.657,5","9.727,5","9.617,5","","-0,13%"
"18/01/2013","9.630,0","9.670,0","9.730,0","9.620,0","","-0,20%"
"17/01/2013","9.649,5","9.687,5","9.712,5","9.649,5","","-0,06%"
"16/01/2013","9.655,0","9.665,0","9.706,0","9.655,0","","0,05%"
"15/01/2013","9.650,0","9.690,0","9.740,0","9.650,0","","0,16%"
"14/01/2013","9.635,0","9.645,0","9.675,0","9.635,0","","0,00%"
"11/01/2013","9.635,0","9.705,0","9.705,0","9.634,0","","-0,26%"
"10/01/2013","9.660,0","9.710,0","9.719,0","9.660,0","","0,00%"
"09/01/2013","9.660,0","9.710,0","9.750,0","9.655,0","","-0,10%"
"08/01/2013","9.670,0","9.685,0","9.740,0","9.669,0","","0,03%"
"07/01/2013","9.667,5","9.662,5","9.707,5","9.662,5","","0,08%"
"04/01/2013","9.660,0","9.665,0","9.676,0","9.660,0","","0,05%"
"03/01/2013","9.655,0","9.660,0","9.680,0","9.653,0","","0,05%"
"02/01/2013","9.650,0","9.655,0","9.685,0","9.645,0","","0,13%"
"01/01/2013","9.637,5","9.637,5","9.637,5","9.637,5","","0,00%"
"31/12/2012","9.637,5","9.637,5","9.637,5","9.637,5","","0,00%"
"28/12/2012","9.637,5","9.667,5","9.691,5","9.637,5","","-0,26%"
"27/12/2012","9.662,5","9.677,5","9.707,5","9.662,5","","0,05%"
"26/12/2012","9.657,5","9.677,5","9.707,5","9.657,5","","0,00%"
"25/12/2012","9.657,5","9.657,5","9.657,5","9.657,5","","0,00%"
"24/12/2012","9.657,5","9.657,5","9.657,5","9.657,5","","0,00%"
"21/12/2012","9.657,5","9.677,5","9.692,5","9.657,5","","0,05%"
"20/12/2012","9.652,5","9.662,5","9.687,5","9.652,5","","0,03%"
"19/12/2012","9.650,0","9.652,0","9.670,0","9.650,0","","0,07%"
"18/12/2012","9.643,5","9.643,5","9.648,5","9.642,5","","0,04%"
"17/12/2012","9.640,0","9.645,0","9.646,0","9.640,0","","0,03%"
"14/12/2012","9.637,5","9.647,5","9.652,5","9.635,5","","0,03%"
"13/12/2012","9.635,0","9.635,0","9.650,0","9.635,0","","0,05%"
"12/12/2012","9.630,0","9.640,0","9.650,0","9.625,0","","-0,05%"
"11/12/2012","9.635,0","9.629,0","9.655,0","9.629,0","","0,05%"
"10/12/2012","9.630,0","9.615,0","9.655,0","9.615,0","","0,10%"
"07/12/2012","9.620,0","9.615,0","9.625,0","9.615,0","","0,10%"
"06/12/2012","9.610,0","9.605,0","9.625,0","9.605,0","","0,10%"
"05/12/2012","9.600,0","9.600,0","9.615,0","9.600,0","","0,00%"
"04/12/2012","9.600,0","9.605,0","9.615,0","9.600,0","","0,05%"
"03/12/2012","9.595,0","9.593,0","9.610,0","9.593,0","","0,02%"
"30/11/2012","9.593,5","9.605,5","9.610,5","9.589,5","","-0,07%"
"29/11/2012","9.600,0","9.610,0","9.615,0","9.595,0","","0,00%"
"28/11/2012","9.600,0","9.605,0","9.621,0","9.600,0","","0,00%"
"27/11/2012","9.600,0","9.600,0","9.605,0","9.585,0","","0,00%"
"26/11/2012","9.600,0","9.614,0","9.620,0","9.595,0","","-0,13%"
"23/11/2012","9.612,5","9.632,5","9.632,5","9.611,5","","-0,16%"
"22/11/2012","9.627,5","9.635,5","9.639,5","9.627,5","","-0,08%"
"21/11/2012","9.635,5","9.637,5","9.642,5","9.635,5","","0,03%"
"20/11/2012","9.633,0","9.636,0","9.640,0","9.633,0","","0,03%"
"19/11/2012","9.630,0","9.635,0","9.643,0","9.625,0","","0,05%"
"16/11/2012","9.625,0","9.625,0","9.625,0","9.625,0","","0,00%"
"15/11/2012","9.625,0","9.625,0","9.625,0","9.625,0","","0,00%"
"14/11/2012","9.625,0","9.635,0","9.640,0","9.625,0","","0,00%"
"13/11/2012","9.625,0","9.635,0","9.640,0","9.625,0","","0,05%"
"12/11/2012","9.620,0","9.635,0","9.640,0","9.620,0","","0,00%"
"09/11/2012","9.620,0","9.635,0","9.635,0","9.619,0","","-0,10%"
"08/11/2012","9.630,0","9.625,0","9.640,0","9.625,0","","0,26%"
"07/11/2012","9.605,0","9.640,0","9.640,0","9.595,0","","-0,16%"
"06/11/2012","9.620,0","9.635,0","9.635,0","9.620,0","","0,00%"
"05/11/2012","9.620,0","9.635,0","9.635,0","9.620,0","","0,05%"
"02/11/2012","9.615,0","9.620,0","9.634,0","9.615,0","","-0,05%"
"01/11/2012","9.620,0","9.625,0","9.635,0","9.620,0","","0,16%"
"31/10/2012","9.605,0","9.635,0","9.635,0","9.605,0","","-0,10%"
"30/10/2012","9.615,0","9.615,0","9.633,0","9.615,0","","0,10%"
"29/10/2012","9.605,0","9.615,0","9.617,0","9.605,0","","0,00%"
"26/10/2012","9.605,0","9.605,0","9.605,0","9.605,0","","0,00%"
"25/10/2012","9.605,0","9.620,0","9.620,0","9.605,0","","-0,05%"
"24/10/2012","9.610,0","9.610,0","9.615,0","9.605,0","","0,03%"
"23/10/2012","9.607,5","9.602,5","9.612,5","9.602,5","","0,03%"
"22/10/2012","9.605,0","9.595,0","9.605,0","9.595,0","","0,13%"
"19/10/2012","9.592,5","9.587,5","9.592,5","9.581,5","","0,05%"
"18/10/2012","9.588,0","9.575,0","9.595,0","9.575,0","","0,15%"
"17/10/2012","9.574,0","9.574,0","9.585,0","9.573,0","","-0,11%"
"16/10/2012","9.585,0","9.585,0","9.590,0","9.584,0","","-0,05%"
"15/10/2012","9.590,0","9.595,0","9.595,0","9.589,0","","0,13%"
"12/10/2012","9.577,5","9.587,5","9.607,5","9.572,5","","-0,05%"
"11/10/2012","9.582,5","9.602,5","9.607,5","9.577,5","","-0,10%"
"10/10/2012","9.592,0","9.605,0","9.610,0","9.591,0","","0,00%"
"09/10/2012","9.592,0","9.605,0","9.605,0","9.592,0","","0,01%"
"08/10/2012","9.591,0","9.575,0","9.591,0","9.575,0","","0,02%"
"05/10/2012","9.589,0","9.597,0","9.598,0","9.589,0","","-0,01%"
"04/10/2012","9.590,0","9.595,0","9.600,0","9.590,0","","0,05%"
"03/10/2012","9.585,0","9.590,0","9.590,0","9.585,0","","0,05%"
"02/10/2012","9.580,0","9.590,0","9.593,0","9.580,0","","0,00%"
"01/10/2012","9.580,0","9.590,0","9.595,0","9.580,0","","0,10%"
"28/09/2012","9.570,0","9.585,0","9.592,0","9.570,0","","-0,05%"
"27/09/2012","9.575,0","9.595,0","9.595,0","9.575,0","","-0,10%"
"26/09/2012","9.585,0","9.580,0","9.590,0","9.580,0","","0,10%"
"25/09/2012","9.575,0","9.585,0","9.585,0","9.575,0","","0,13%"
"24/09/2012","9.562,5","9.562,5","9.577,5","9.547,5","","0,18%"
"21/09/2012","9.545,0","9.550,0","9.560,0","9.544,0","","0,05%"
"20/09/2012","9.540,0","9.538,0","9.550,0","9.538,0","","0,03%"
"19/09/2012","9.537,5","9.527,5","9.555,5","9.527,5","","0,37%"
"18/09/2012","9.502,5","9.477,5","9.502,5","9.477,5","","0,42%"
"17/09/2012","9.462,5","9.477,5","9.477,5","9.445,5","","-0,45%"
"14/09/2012","9.505,0","9.580,0","9.580,0","9.505,0","","-0,76%"
"13/09/2012","9.577,5","9.577,5","9.597,5","9.577,5","","0,10%"
"12/09/2012","9.568,0","9.583,0","9.588,0","9.568,0","","-0,10%"
"11/09/2012","9.577,5","9.590,5","9.599,5","9.577,5","","0,01%"
"10/09/2012","9.577,0","9.585,0","9.593,0","9.577,0","","0,07%"
"07/09/2012","9.570,0","9.595,0","9.600,0","9.570,0","","0,05%"
"06/09/2012","9.565,0","9.590,0","9.595,0","9.565,0","","-0,05%"
"05/09/2012","9.570,0","9.590,0","9.598,0","9.570,0","","-0,01%"
"04/09/2012","9.571,0","9.580,0","9.591,0","9.570,0","","0,38%"
"03/09/2012","9.535,0","9.560,0","9.590,0","9.530,0","","0,00%"
"31/08/2012","9.535,0","9.575,0","9.575,0","9.530,0","","-0,10%"
"30/08/2012","9.545,0","9.565,0","9.585,0","9.545,0","","-0,03%"
"29/08/2012","9.547,5","9.537,5","9.575,5","9.537,5","","0,13%"
"28/08/2012","9.535,0","9.530,0","9.536,0","9.525,0","","0,21%"
"27/08/2012","9.515,0","9.515,0","9.520,0","9.505,0","","0,11%"
"24/08/2012","9.505,0","9.505,0","9.510,0","9.500,0","","0,12%"
"23/08/2012","9.494,0","9.481,0","9.499,0","9.481,0","","0,04%"
"22/08/2012","9.490,0","9.490,0","9.490,0","9.490,0","","0,00%"
"21/08/2012","9.490,0","9.490,0","9.490,0","9.490,0","","0,00%"
"20/08/2012","9.490,0","9.490,0","9.490,0","9.490,0","","0,00%"
"17/08/2012","9.490,0","9.490,0","9.490,0","9.490,0","","0,00%"
"16/08/2012","9.490,0","9.510,0","9.515,0","9.490,0","","-0,08%"
"15/08/2012","9.497,5","9.487,5","9.502,5","9.482,5","","0,16%"
"14/08/2012","9.482,5","9.487,5","9.489,5","9.474,5","","-0,03%"
"13/08/2012","9.485,0","9.480,0","9.490,0","9.465,0","","0,08%"
"10/08/2012","9.477,5","9.477,5","9.479,5","9.472,5","","0,06%"
"09/08/2012","9.471,5","9.483,5","9.483,5","9.471,5","","0,01%"
"08/08/2012","9.470,5","9.477,5","9.484,5","9.470,5","","0,03%"
"07/08/2012","9.467,5","9.473,5","9.479,5","9.467,5","","0,03%"
"06/08/2012","9.465,0","9.455,0","9.475,0","9.455,0","","-0,03%"
"03/08/2012","9.467,5","9.482,5","9.492,5","9.467,5","","0,00%"
"02/08/2012","9.467,5","9.477,5","9.485,5","9.467,5","","0,26%"
"01/08/2012","9.442,5","9.467,5","9.477,5","9.442,5","","-0,03%"
"31/07/2012","9.445,0","9.485,0","9.486,0","9.445,0","","-0,11%"
"30/07/2012","9.455,0","9.450,0","9.485,0","9.445,0","","0,00%"
"27/07/2012","9.455,0","9.485,0","9.498,0","9.450,0","","-0,24%"
"26/07/2012","9.477,5","9.492,5","9.497,5","9.477,5","","-0,05%"
"25/07/2012","9.482,5","9.492,5","9.507,5","9.482,5","","0,16%"
"24/07/2012","9.467,5","9.487,5","9.492,5","9.467,5","","0,13%"
"23/07/2012","9.455,0","9.480,0","9.495,0","9.454,0","","0,05%"
"20/07/2012","9.450,0","9.465,0","9.483,0","9.449,0","","0,03%"
"19/07/2012","9.447,5","9.457,5","9.485,5","9.447,5","","-0,03%"
"18/07/2012","9.450,0","9.460,0","9.475,0","9.450,0","","0,11%"
"17/07/2012","9.440,0","9.455,0","9.480,0","9.440,0","","-0,11%"
"16/07/2012","9.450,0","9.455,0","9.490,0","9.450,0","","0,03%"
"13/07/2012","9.447,5","9.467,5","9.497,5","9.447,5","","0,03%"
"12/07/2012","9.445,0","9.435,0","9.485,0","9.435,0","","0,32%"
"11/07/2012","9.415,0","9.440,0","9.470,0","9.415,0","","-0,16%"
"10/07/2012","9.430,0","9.425,0","9.450,0","9.420,0","","0,21%"
"09/07/2012","9.410,0","9.405,0","9.445,0","9.400,0","","-0,34%"
"06/07/2012","9.442,0","9.395,0","9.474,0","9.355,0","","0,62%"
"05/07/2012","9.384,0","9.370,0","9.405,0","9.340,0","","0,44%"
"04/07/2012","9.342,5","9.347,5","9.467,5","9.307,5","","0,20%"
"03/07/2012","9.324,0","9.390,0","9.435,0","9.323,0","","-0,76%"
"02/07/2012","9.395,0","9.385,0","9.455,0","9.355,0","","0,03%"
"29/06/2012","9.392,5","9.457,5","9.482,5","9.392,5","","-0,56%"
"28/06/2012","9.445,0","9.455,0","9.480,0","9.445,0","","0,00%"
"27/06/2012","9.445,0","9.465,0","9.485,0","9.445,0","","0,05%"
"26/06/2012","9.440,0","9.465,0","9.480,0","9.435,0","","0,00%"
"25/06/2012","9.440,0","9.450,0","9.476,0","9.440,0","","0,03%"
"22/06/2012","9.437,5","9.447,5","9.477,5","9.437,5","","0,08%"
"21/06/2012","9.430,0","9.445,0","9.480,0","9.430,0","","0,11%"
"20/06/2012","9.420,0","9.420,0","9.490,0","9.419,0","","0,16%"
"19/06/2012","9.405,0","9.420,0","9.460,0","9.400,0","","0,19%"
"18/06/2012","9.387,5","9.397,5","9.433,5","9.382,5","","0,03%"
"15/06/2012","9.385,0","9.435,0","9.470,0","9.384,0","","-0,37%"
"14/06/2012","9.420,0","9.445,0","9.471,0","9.419,0","","0,00%"
"13/06/2012","9.420,0","9.410,0","9.475,0","9.410,0","","0,16%"
"12/06/2012","9.405,0","9.425,0","9.460,0","9.405,0","","0,00%"
"11/06/2012","9.405,0","9.400,0","9.450,0","9.400,0","","0,21%"
"08/06/2012","9.385,0","9.390,0","9.435,0","9.380,0","","0,16%"
"07/06/2012","9.370,0","9.360,0","9.410,0","9.360,0","","0,75%"
"06/06/2012","9.300,0","9.410,0","9.495,0","9.290,0","","-1,09%"
"05/06/2012","9.402,5","9.412,5","9.462,5","9.402,5","","0,03%"
"04/06/2012","9.400,0","9.410,0","9.486,0","9.400,0","","0,13%"
"01/06/2012","9.387,5","9.347,5","9.482,5","9.297,5","","-0,13%"
"31/05/2012","9.400,0","9.460,0","9.570,0","9.390,0","","-0,37%"
"30/05/2012","9.435,0","9.365,0","9.590,0","9.365,0","","0,43%"
"29/05/2012","9.395,0","9.335,0","9.565,0","9.335,0","","0,70%"
"28/05/2012","9.330,0","9.300,0","9.410,0","9.300,0","","0,46%"
"25/05/2012","9.287,5","9.267,5","9.347,5","9.267,5","","0,24%"
"24/05/2012","9.265,0","9.265,0","9.275,0","9.265,0","","0,05%"
"23/05/2012","9.260,0","9.260,0","9.285,0","9.259,0","","0,35%"
"22/05/2012","9.227,5","9.267,5","9.268,5","9.227,5","","-0,24%"
"21/05/2012","9.250,0","9.260,0","9.275,0","9.249,0","","0,09%"
"18/05/2012","9.242,0","9.242,0","9.242,0","9.242,0","","0,00%"
"17/05/2012","9.242,0","9.242,0","9.242,0","9.242,0","","0,00%"
"16/05/2012","9.242,0","9.270,0","9.280,0","9.242,0","","0,02%"
"15/05/2012","9.240,0","9.245,0","9.270,0","9.235,0","","0,05%"
"14/05/2012","9.235,0","9.205,0","9.265,0","9.205,0","","0,49%"
"11/05/2012","9.190,0","9.190,0","9.200,0","9.145,0","","0,11%"
"10/05/2012","9.180,0","9.255,0","9.265,0","9.175,0","","-0,54%"
"09/05/2012","9.230,0","9.215,0","9.235,0","9.187,0","","0,38%"
"08/05/2012","9.195,0","9.205,0","9.240,0","9.195,0","","0,00%"
"07/05/2012","9.195,0","9.210,0","9.230,0","9.195,0","","0,05%"
"04/05/2012","9.190,0","9.200,0","9.210,0","9.189,0","","0,00%"
"03/05/2012","9.190,0","9.210,0","9.210,0","9.190,0","","-0,09%"
"02/05/2012","9.198,0","9.186,0","9.198,0","9.186,0","","0,06%"
"01/05/2012","9.192,5","9.192,5","9.192,5","9.187,5","","0,02%"
"30/04/2012","9.190,5","9.187,5","9.194,5","9.184,5","","0,02%"
"27/04/2012","9.189,0","9.190,0","9.197,0","9.189,0","","0,04%"
"26/04/2012","9.185,0","9.200,0","9.201,0","9.184,0","","-0,14%"
"25/04/2012","9.197,5","9.177,5","9.200,5","9.177,5","","0,05%"
"24/04/2012","9.192,5","9.192,5","9.197,5","9.189,5","","0,07%"
"23/04/2012","9.186,5","9.171,5","9.187,5","9.171,5","","0,03%"
"20/04/2012","9.183,5","9.180,5","9.183,5","9.176,5","","0,05%"
"19/04/2012","9.179,0","9.179,0","9.186,0","9.177,0","","0,02%"
"18/04/2012","9.177,5","9.172,5","9.181,5","9.172,5","","-0,03%"
"17/04/2012","9.180,0","9.175,0","9.185,0","9.175,0","","0,05%"
"16/04/2012","9.175,0","9.155,0","9.185,0","9.155,0","","0,38%"
"13/04/2012","9.140,0","9.170,0","9.185,0","9.140,0","","-0,25%"
"12/04/2012","9.162,5","9.177,5","9.187,5","9.162,5","","0,11%"
"11/04/2012","9.152,5","9.167,5","9.182,5","9.147,5","","0,03%"
"10/04/2012","9.150,0","9.160,0","9.178,0","9.150,0","","0,00%"
"09/04/2012","9.150,0","9.150,0","9.180,0","9.115,0","","0,44%"
"06/04/2012","9.110,0","9.110,0","9.110,0","9.110,0","","0,00%"
"05/04/2012","9.110,0","9.150,0","9.165,0","9.085,0","","-0,33%"
"04/04/2012","9.140,0","9.145,0","9.165,0","9.140,0","","0,11%"
"03/04/2012","9.130,0","9.140,0","9.160,0","9.115,0","","-0,11%"
"02/04/2012","9.140,0","9.155,0","9.180,0","9.135,0","","-0,04%"
"30/03/2012","9.144,0","9.175,0","9.190,0","9.143,0","","-0,23%"
"29/03/2012","9.165,0","9.175,0","9.197,0","9.160,0","","0,19%"
"28/03/2012","9.147,5","9.182,5","9.194,5","9.147,5","","-0,11%"
"27/03/2012","9.157,5","9.182,5","9.192,5","9.152,5","","-0,19%"
"26/03/2012","9.175,0","9.165,0","9.190,0","9.165,0","","0,19%"
"23/03/2012","9.157,5","9.157,5","9.157,5","9.157,5","","0,00%"
"22/03/2012","9.157,5","9.162,5","9.187,5","9.157,5","","0,14%"
"21/03/2012","9.145,0","9.180,0","9.180,0","9.144,0","","-0,11%"
"20/03/2012","9.155,0","9.165,0","9.180,0","9.155,0","","0,33%"
"19/03/2012","9.125,0","9.135,0","9.170,0","9.125,0","","-0,05%"
"16/03/2012","9.130,0","9.185,0","9.190,0","9.110,0","","-0,41%"
"15/03/2012","9.167,5","9.192,5","9.197,5","9.167,5","","-0,03%"
"14/03/2012","9.170,0","9.190,0","9.200,0","9.170,0","","0,05%"
"13/03/2012","9.165,0","9.165,0","9.165,0","9.165,0","","0,08%"
"12/03/2012","9.157,5","9.157,5","9.167,5","9.157,5","","0,27%"
"09/03/2012","9.132,5","9.112,5","9.137,5","9.112,5","","-0,03%"
"08/03/2012","9.135,0","9.135,0","9.170,0","9.105,0","","0,27%"
"07/03/2012","9.110,0","9.180,0","9.195,0","9.110,0","","-0,30%"
"06/03/2012","9.137,5","9.137,5","9.182,5","9.136,5","","0,16%"
"05/03/2012","9.122,5","9.107,5","9.142,5","9.107,5","","0,47%"
"02/03/2012","9.080,0","9.100,0","9.115,0","9.080,0","","0,00%"
"01/03/2012","9.080,0","9.060,0","9.110,0","9.060,0","","0,67%"
"29/02/2012","9.020,0","9.070,0","9.100,0","9.020,0","","-0,11%"
"28/02/2012","9.030,0","9.130,0","9.170,0","9.030,0","","-1,04%"
"27/02/2012","9.125,0","9.070,0","9.180,0","9.070,0","","0,88%"
"24/02/2012","9.045,0","9.065,0","9.090,0","9.040,0","","0,00%"
"23/02/2012","9.045,0","9.065,0","9.085,0","9.040,0","","-0,06%"
"22/02/2012","9.050,0","9.025,0","9.065,0","9.025,0","","0,11%"
"21/02/2012","9.040,0","9.035,0","9.060,0","9.025,0","","0,44%"
"20/02/2012","9.000,0","9.020,0","9.047,0","9.000,0","","0,00%"
"17/02/2012","9.000,0","8.960,0","9.030,0","8.955,0","","-0,06%"
"16/02/2012","9.005,0","8.970,0","9.040,0","8.960,0","","0,56%"
"15/02/2012","8.955,0","9.020,0","9.045,0","8.950,0","","-0,56%"
"14/02/2012","9.005,0","9.030,0","9.050,0","9.005,0","","0,06%"
"13/02/2012","9.000,0","8.990,0","9.030,0","8.990,0","","0,17%"
"10/02/2012","8.985,0","8.975,0","9.005,0","8.975,0","","0,45%"
"09/02/2012","8.945,0","8.905,0","8.987,0","8.895,0","","0,73%"
"08/02/2012","8.880,0","8.985,0","9.000,0","8.875,0","","-0,70%"
"07/02/2012","8.942,5","8.997,5","9.002,5","8.942,5","","-0,47%"
"06/02/2012","8.985,0","8.985,0","8.995,0","8.980,0","","0,17%"
"03/02/2012","8.970,0","8.980,0","9.010,0","8.970,0","","0,34%"
"02/02/2012","8.940,0","8.950,0","8.950,0","8.880,0","","-0,47%"
"01/02/2012","8.982,5","9.012,5","9.037,5","8.977,5","","-0,08%"
"31/01/2012","8.990,0","9.010,0","9.025,0","8.990,0","","0,00%"
"30/01/2012","8.990,0","8.980,0","9.005,0","8.980,0","","0,20%"
"27/01/2012","8.972,5","8.992,5","8.997,5","8.972,5","","0,08%"
"26/01/2012","8.965,0","8.905,0","9.005,0","8.905,0","","0,84%"
"25/01/2012","8.890,0","9.005,0","9.036,0","8.875,0","","-1,25%"
"24/01/2012","9.002,5","8.972,5","9.002,5","8.972,5","","0,64%"
"23/01/2012","8.945,0","8.945,0","8.945,0","8.945,0","","0,00%"
"20/01/2012","8.945,0","8.985,0","8.985,0","8.945,0","","-0,28%"
"19/01/2012","8.970,0","9.020,0","9.080,0","8.970,0","","-0,66%"
"18/01/2012","9.030,0","9.120,0","9.195,0","9.030,0","","-0,61%"
"17/01/2012","9.085,0","9.165,0","9.215,0","9.085,0","","-0,49%"
"16/01/2012","9.130,0","9.080,0","9.210,0","9.080,0","","0,55%"
"13/01/2012","9.080,0","9.195,0","9.195,0","9.075,0","","-0,87%"
"12/01/2012","9.160,0","9.160,0","9.211,0","9.155,0","","0,00%"
"11/01/2012","9.160,0","9.210,0","9.210,0","9.160,0","","0,05%"
"10/01/2012","9.155,0","9.195,0","9.215,0","9.155,0","","0,05%"
"09/01/2012","9.150,0","9.150,0","9.190,0","9.150,0","","0,60%"
"06/01/2012","9.095,0","9.155,0","9.165,0","9.094,0","","-0,33%"
"05/01/2012","9.125,0","9.190,0","9.190,0","9.115,0","","-0,22%"
"04/01/2012","9.145,0","9.150,0","9.200,0","9.145,0","","0,11%"
"03/01/2012","9.135,0","9.115,0","9.165,0","9.115,0","","0,61%"
